post_no,day,day_of_week,meal_time,course_no,course,course_kcal,course_protein,course_na,soldout,soldout_time,is_soldout
926900807,2022-10-25,Tuesday,lunch,"[1, 2]","꽃도리탕,잡곡밥,몽글몽글순두부,계란찜,단호박전,양파장아찌",1322,78,1541.0,NaN,NaN,False
926900808,2022-10-25,Tuesday,dinner,[1],"동태매운탕,잡곡밥,돈저냐구이*파채무침,쥐어채땅콩조림,고구마순지짐",995,72,1608.0,NaN,NaN,False
926900808,2022-10-25,Tuesday,dinner,[2],"마제덮밥,얼갈이된장국,타코야끼,락교*산고추지",961,34,1218.0,NaN,NaN,False
926900809,2022-10-26,Wednesday,lunch,[1],"제육돌솥비빔밥,시금치된장국,완자전,두부브로콜리무침,삼색겨자무침",926,58,1842.0,NaN,NaN,False
926900809,2022-10-26,Wednesday,lunch,[2],"모듬까스,양송이수프,흑미밥,파스타샐러드,오이피클",1132,30,1938.0,NaN,NaN,False
926900810,2022-10-26,Wednesday,dinner,[1],"가쓰오볶음우동,팽이장국,유부볶음밥,모듬춘권,블루베리무피클",824,32,1870.0,NaN,NaN,False
926900810,2022-10-26,Wednesday,dinner,[2],"뼈없는감자탕,잡곡밥,두부구이*양념장,어향가지볶음,파래자반",955,51,2179.0,NaN,NaN,False
926900811,2022-10-27,Thursday,lunch,[1],"닭간장불고기,잡곡밥,콩나물국,청포묵*양념장,시래기지짐",630,31,1604.0,[1],NaN,True
926900811,2022-10-27,Thursday,lunch,[2],"소보로비빔밥,꼬치어묵국,궁중떡볶이,마늘종무침",738,25,2268.0,NaN,NaN,False
926900812,2022-10-27,Thursday,dinner,[1],"참치김치두부전골,잡곡밥,너비아니구이,계란장조림,치커리무침",918,65,3447.0,NaN,NaN,False
926900812,2022-10-27,Thursday,dinner,[2],"해물볶음밥&자장소스,계란후라이,미소시루,깐풍기,짜사이무침",712,75,2950.0,NaN,NaN,False
926900813,2022-10-28,Friday,lunch,[1],"설렁탕&소면사리,잡곡밥,오징어부추전,감자채볶음,참나물겉절이",726,30,1984.0,[1],NaN,True
926900813,2022-10-28,Friday,lunch,[2],"마파두부덮밥,아욱된장국,탕수육,해파리냉채",943,33,1494.0,NaN,NaN,False
926900814,2022-10-28,Friday,dinner,[1],"몽골리안치킨덮밥,유부장국,골뱅이소면무침,슬림단무지",772,42,2204.0,NaN,NaN,False
926900817,2022-10-31,Monday,lunch,[1],"소고기된장찌개,취나물밥,조기구이,애기새송이볶음,마늘쫑무침",746,38,1124.0,NaN,NaN,False
926900817,2022-10-31,Monday,lunch,[2],"베이컨크림파스타,우동국물,굴소스볶음밥,에그샐러드,오이피클&할라피뇨",1447,38,2555.0,NaN,NaN,False
926900818,2022-10-31,Monday,dinner,[1],"짬뽕순두부찌개,잡곡밥,미트볼조림,멸치견과류볶음,콩나물무침",1964,76,3502.0,[1],NaN,True
926900818,2022-10-31,Monday,dinner,[2],"소고기미나리볶음밥&계란후라이,조랭이떡국,스틱피쉬커틀릿,치커리무침",1290,31,1716.0,NaN,NaN,False
926900820,2022-11-01,Tuesday,lunch,[1],"돈육두루치기,잡곡밥,시금치된장국,어묵간장볶음,상추쌈*쌈장",685,33,1692.0,[1],NaN,True
926900820,2022-11-01,Tuesday,lunch,[2],"가츠동돈부리,유부맑은국,쌀밥,연두부샐러드,모듬채소피클",855,33,2029.0,NaN,NaN,False
926900821,2022-11-01,Tuesday,dinner,[1],"만두전골,잡곡밥,녹두빈대떡,감자채볶음,고추지무침",1366,42,1279.0,NaN,NaN,False
926900821,2022-11-01,Tuesday,dinner,[2],"스팸에그마요덮밥,미역국,순살양념치킨&알새우칩,블루베리무피클",1516,54,1714.0,NaN,NaN,False
926900822,2022-11-02,Wednesday,lunch,[1],"양지탕,잡곡밥,비엔나소시지볶음,두부양념조림,고추지무침",1000,45,2057.0,NaN,NaN,False
926900822,2022-11-02,Wednesday,lunch,[2],"잠발라야볶음밥*계란프라이,쌀국수국물,새우튀김,양파초절임,마시는주스",985,39,1740.0,NaN,NaN,False
926900823,2022-11-02,Wednesday,dinner,[1],"마늘찜닭,잡곡밥,아욱된장국,연근튀김,숙주나물",996,46,1969.0,NaN,NaN,False
926900823,2022-11-02,Wednesday,dinner,[2],"장조림버터비빔밥,무채국,납작만두&비빔야채무침,토마토샐러드",993,35,2856.0,NaN,NaN,False
926900825,2022-11-03,Thursday,lunch,[1],"유니짜장면,게살볶음밥,계란파국,유자탕수육,짜사이무침",1236,39,3492.0,[1],NaN,True
926900825,2022-11-03,Thursday,lunch,[2],"꼬막비빔밥,콩나물국,호박채전,파래김,무말랭이무침",572,23,1906.0,NaN,NaN,False
926900826,2022-11-03,Thursday,dinner,[1],"어묵전골,잡곡밥,돈육가지볶음,명엽채볶음,오이지무침",944,47,1940.0,NaN,NaN,False
926900826,2022-11-03,Thursday,dinner,[2],"칠리소시지핫도그,미트소스파스타,양파링튀김,탄산음료",1464,41,3021.0,NaN,NaN,False
926900827,2022-11-04,Friday,lunch,[1],"쇠고기미역국,잡곡밥,돈육부추불고기,잡채,참나물겉절이",876,46,3295.0,NaN,NaN,False
926900827,2022-11-04,Friday,lunch,[2],"옛날카레라이스,근대국,치즈함박스테이크,고구마범벅",1077,34,2550.0,[2],NaN,True
926900828,2022-11-04,Friday,dinner,[1],"오돈불고기덮밥,유부장국,야채고로케,삼색겨자무침",738,37,1783.0,NaN,NaN,False
926900831,2022-11-07,Monday,lunch,[1],"삼겹살콩나물두루치기,잡곡밥,동글순두부*양념장,메밀야채전,삼색겨자무침",1012,38,NaN,[1],NaN,True
926900831,2022-11-07,Monday,lunch,[2],"규동숙주덮밥,우동국물,피쉬앤칩스&갈릭소스,흑임자연근샐러드",1314,35,2555.0,NaN,NaN,False
926900832,2022-11-07,Monday,dinner,[1],"육감쫄면,후리가께양념밥,미소시루,모듬춘권,모듬채소피클",1275,58,NaN,[1],NaN,True
926900832,2022-11-07,Monday,dinner,[2],"전주식콩나물국밥,잡곡밥,찢은돈육장조림,블로콜리숙회&초장,도시락김",1423,48,NaN,NaN,NaN,False
926900835,2022-11-08,Tuesday,lunch,[1],"봉추찜닭,잡곡밥,호박새우젓국,어묵버섯볶음,고추잎무말랭이무침",1275,70,70.0,[1],NaN,True
926900835,2022-11-08,Tuesday,lunch,[2],"오징어덮밥,시금치된장국,맛탕,떡갈비구이",1841,83,70.0,NaN,NaN,False
926900836,2022-11-08,Tuesday,dinner,[1],"장터국밥,잡곡밥,바싹김치전,메추리알조림,시래기지짐",710,32,NaN,NaN,NaN,False
926900836,2022-11-08,Tuesday,dinner,[2],"소시지카레우동,유부초밥,치킨까스&양배추샐러드,락교무침",1459,42,NaN,NaN,NaN,False
926900837,2022-11-09,Wednesday,lunch,[1],"두절가자미구이,잡곡밥,도토리온국밥,잡채,참나물겉절이",788,38,NaN,NaN,NaN,False
926900837,2022-11-09,Wednesday,lunch,[2],"뚝배기파스타,스틱마늘바게트,에그카프라제,오이피클,마시는주스",826,23,NaN,[2],NaN,True
926900838,2022-11-09,Wednesday,dinner,[1],"돈육생강장볶음,잡곡밥,근대된장국,연두부찜*양념장,가지나물",825,57,NaN,NaN,NaN,False
926900838,2022-11-09,Wednesday,dinner,[2],"짬뽕덮밥,사골파국,마요탕수육,중국식오이절임",756,29,NaN,NaN,NaN,False
926900839,2022-11-10,Thursday,lunch,[1],"탄탄면,대파볶음밥,갈비만두튀김,짜사이무침",1355,53,NaN,[1],NaN,True
926900839,2022-11-10,Thursday,lunch,[2],"통마늘돼지불백,잡곡밥,청국장찌개,연근조림,양배추찜&쌈장",693,35,NaN,NaN,NaN,False
926900840,2022-11-10,Thursday,dinner,[1],"단호박치즈닭갈비,잡곡밥,건새우미역국,게맛살야채볶음,숙주나물",935,39,1952.0,NaN,NaN,False
926900840,2022-11-10,Thursday,dinner,[2],"옛날추억의도시락,어묵국,설탕핫도그,슬림단무지",914,52,2465.0,[2],NaN,True
926900841,2022-11-11,Friday,lunch,[1],"쇠고기샤브샤브전골,잡곡밥,계란찜,명엽채볶음,고구마순들깨볶음",681,37,1812.0,[1],NaN,True
926900841,2022-11-11,Friday,lunch,[2],"우삼겹김치볶음밥*계란프라이,다시마무채국,청파래오징어까스,콩나물무침",1013,37,1587.0,NaN,NaN,False
926900842,2022-11-11,Friday,dinner,[1],"콩비지찌개,잡곡밥,완자전,애기새송이볶음,마늘쫑무침",748,30,1461.0,NaN,NaN,False
926900845,2022-11-14,Monday,lunch,[1],"돈육버섯불고기,잡곡밥,아욱국,두부브로콜리무침,깻잎지무침",810,52,914.0,NaN,NaN,False
926900845,2022-11-14,Monday,lunch,[2],"돈까스김치나베,잡곡밥,오코노미야끼,메밀야채무침,락교",1180,44,2552.0,[2],NaN,True
926900846,2022-11-14,Monday,dinner,[1],"양지쌀국수,파인애플볶음밥,모듬딤섬,양파초절임",1000,74,2189.0,[1],NaN,True
926900846,2022-11-14,Monday,dinner,[2],"동태알탕,잡곡밥,부추장떡,청포묵김가루무침,무말랭이무침",914,48,2147.0,NaN,NaN,False
926900847,2022-11-15,Tuesday,lunch,[1],"계림닭볶음탕,잡곡밥,콩나물국,멸치견과류볶음,고추지무침",966,71,1366.0,[1],NaN,True
926900847,2022-11-15,Tuesday,lunch,[2],"부타동,유부국,새우까스&타르타르소스,블루베리무피클",935,55,1678.0,NaN,NaN,False
926900848,2022-11-15,Tuesday,dinner,[1],"철판순대볶음,꼬치어묵국,잡곡밥,콘치즈구이,무쌈겨자채무침",948,39,1865.0,NaN,NaN,False
926900848,2022-11-15,Tuesday,dinner,[2],"사천식마파두부덮밥,채소백짬뽕국,꿔바로우,짜사이무침",1146,39,1928.0,[2],NaN,True
926900849,2022-11-16,Wednesday,lunch,[1],"만두육개장,잡곡밥,도톰완자전,파래김&양념장,풋고추양파무침",767,36,1462.0,[1],NaN,True
926900849,2022-11-16,Wednesday,lunch,[2],"일식커리&탄두리닭가슴살구이,강황밥&또띠아구이,미소시루,유자토마토절임,모듬채소피클",999,49,1524.0,NaN,NaN,False
926900850,2022-11-16,Wednesday,dinner,[1],"우렁된장찌개,잡곡밥,바싹불고기*파채무침,쥐어채볶음,고구마순지짐",828,53,1576.0,NaN,NaN,False
926900850,2022-11-16,Wednesday,dinner,[2],"스팸마늘쫑볶음밥*계란프라이,우동국물,국물떡볶이&야끼만두,슬림단무지",1007,33,1608.0,NaN,NaN,False
926900852,2022-11-17,Thursday,lunch,[1],"식물성철판제육볶음밥&계란프라이,몽글순두부,진미가지새송이,단감샐러드,오트요거트",936,27,942.0,NaN,NaN,False
926900852,2022-11-17,Thursday,lunch,[2],"뚝배기소불고기,잡곡밥,알감자조림,도토리묵무침,시래기지짐",776,39,1269.0,[2],NaN,True
926900853,2022-11-17,Thursday,dinner,[1],"키츠네우동,스파이시볶음밥,왕새우튀김&야채튀김,락교&초생강",995,27,1065.0,[1],NaN,True
926900853,2022-11-17,Thursday,dinner,[2],"경상도소고기무국,잡곡밥,날치알계란찜,호박버섯볶음,참나물겉절이",658,33,1065.0,NaN,NaN,False
926900854,2022-11-18,Friday,lunch,[1],"장칼국수,미니꽁보리비빔밥,메밀전병,마늘쫑쌈장무침",1012,40,1246.0,[1],NaN,True
926900854,2022-11-18,Friday,lunch,[2],"닭곰탕,잡곡밥,돈저냐구이,연근조림,숙주나물",727,39,943.0,NaN,NaN,False
926900855,2022-11-18,Friday,dinner,[1],"해물잡채덮밥,팽이장국,지파이유린기,오이지무침",907,29,1356.0,NaN,NaN,False
926900858,2022-11-21,Monday,lunch,[1],"소고기숙주볶음,잡곡밥,미역국,부추메밀전,삼색겨자무침",877,52,1105.0,NaN,NaN,False
926900858,2022-11-21,Monday,lunch,[2],"치즈돈까스&구운야채,옥수수밥,크림수프,냉파스타샐러드,오이피클",1013,32,1241.0,[2],NaN,True
926900859,2022-11-21,Monday,dinner,[1],"안동국밥,잡곡밥,비엔나소시지볶음,단호박전,치커리무침",970,50,1346.0,[1],NaN,True
926900859,2022-11-21,Monday,dinner,[2],"느타리버섯비프하이라이스,얼갈이된장국,모듬춘권,에그샐러드",914,36,811.0,NaN,NaN,False
926900860,2022-11-22,Tuesday,lunch,[1],"얼큰짬뽕,쌀밥*계란프라이,탕수육유린기,짜사이무침",1416,43,2670.0,NaN,NaN,False
926900860,2022-11-22,Tuesday,lunch,[2],"돼지양념구이&구운양파,잡곡밥,두부새우젓국,명엽채볶음,무생채",774,43,1191.0,NaN,NaN,False
926900861,2022-11-22,Tuesday,dinner,[1],"조기구이,취나물밥,청국장찌개,구운김,마늘쫑무침",721,44,1278.0,NaN,NaN,False
926900861,2022-11-22,Tuesday,dinner,[2],"시래기두루치기덮밥,홍합탕,수제가지튀김,부추겉절이",627,30,1035.0,NaN,NaN,False
926900862,2022-11-23,Wednesday,lunch,[1],"순두부찌개,잡곡밥,너비아니구이,탕평채,오이양파무침",762,36,628.0,[1],NaN,True
926900862,2022-11-23,Wednesday,lunch,[2],"잠발라야볶음밥&닭다리구이,팽이장국,감자투김,연두부샐러드",1169,62,1057.0,NaN,NaN,False
926900863,2022-11-23,Wednesday,dinner,[1],"뼈없는감자탕,잡곡밥,계란찜,맛살브로콜리볶음,참나물겉절이",879,54,1412.0,NaN,NaN,False
926900863,2022-11-23,Wednesday,dinner,[2],"미트볼뽀모로파스타,콤비네이션피자,블루베리무피클,탄산음료",1164,40,1582.0,NaN,NaN,False
926900864,2022-11-24,Thursday,lunch,[1],"돈육고추장볶음,잡곡밥,콩나물국,애기새송이볶음,상추쌈&쌈장",666,26,882.0,NaN,NaN,False
926900864,2022-11-24,Thursday,lunch,[2],"뚝배기날치알밥,미니우동,피시커틀릿,락교&초생강",877,26,1973.0,[2],NaN,True
926900865,2022-11-24,Thursday,dinner,[1],"순살찜닭,잡곡밥,콩나물국,매콤어묵볶음,깻잎지무침",774,30,1413.0,NaN,NaN,False
926900865,2022-11-24,Thursday,dinner,[2],"나시고랭볶음밥&계란프라이,유부국,타코야끼,토마토샐러드",1019,42,1218.0,NaN,NaN,False
926900867,2022-11-25,Friday,lunch,"[1, 2]","스지양지설렁탕,잡곡밥,오징어초무침,검은깨두부숙회*볶음김치,야채스틱*쌈장",1101,68,2078.0,NaN,NaN,False
926900868,2022-11-25,Friday,dinner,[1],"왕만두떡국,잡곡밥,바싹부추전,계란장조림,숙주나물",1242,49,2008.0,NaN,NaN,False
926900872,2022-11-28,Monday,lunch,[1],"콩나물밥&양념장,된장찌개,돈육매실청불고기,파래김,무말랭이무침",688,38,910.0,NaN,NaN,False
926900872,2022-11-28,Monday,lunch,[2],"해물볶음우동,우동국물,후리가케양념밥,새우튀김&타르타르,오이피클",798,27,2026.0,NaN,NaN,False
926900873,2022-11-28,Monday,dinner,[1],"잔치국수,크래미유부초밥,메밀전병,락교무침",793,25,1396.0,NaN,NaN,False
926900873,2022-11-28,Monday,dinner,[2],"사골우거지탕,잡곡밥,녹두빈대떡,브로콜리숙회,오이양파무침",777,36,1345.0,NaN,NaN,False
926900874,2022-11-29,Tuesday,lunch,[1],"소고기버섯전골,잡곡밥,완자전,명엽채볶음,치커리무침",839,47,1141.0,[1],NaN,True
926900874,2022-11-29,Tuesday,lunch,[2],"토마토리조또&그릴소시지,유부국에그스프레드모닝방,블루베리무피클",834,28,1518.0,NaN,NaN,False
926900875,2022-11-29,Tuesday,dinner,[1],"오징어채소볶음,잡곡밥,근대된장국알감자조림,숙주나물",895,62,1053.0,NaN,NaN,False
926900875,2022-11-29,Tuesday,dinner,[2],"고추잡채덮밥,미소시루후르츠탕수육,지마구",1093,56,1167.0,[2],NaN,True
926900876,2022-11-30,Wednesday,lunch,[1],"비빔막국수,사골파국,쌀밥(소)돈저냐구이,적양파초절임",752,28,1617.0,NaN,NaN,False
926900876,2022-11-30,Wednesday,lunch,[2],"자반고등어구이,잡곡밥,쇠고기미역국,두부양념조림,시금치나물",829,67,1805.0,NaN,NaN,False
926900877,2022-11-30,Wednesday,dinner,[1],"춘천닭갈비,잡곡밥,콩나물국,한식잡채,시래기지짐",859,32,1412.0,NaN,NaN,False
926900877,2022-11-30,Wednesday,dinner,[2],"참치마요덮밥,다시마무채국,어묵튀김국물떡볶이,슬림단무지",815,32,1541.0,NaN,NaN,False
926900878,2022-12-01,Thursday,lunch,[1],"제육김치두르치기,잡곡밥두부새우젓국,매생이전,고구마순지짐",741,37,1447.0,NaN,NaN,False
926900878,2022-12-01,Thursday,lunch,[2],"사과를품은카레*함박,팽이장국야채크로켓,무유자초절임",838,22,1653.0,NaN,NaN,False
926900879,2022-12-01,Thursday,dinner,[1],"대파육개장,잡곡밥,순두부계란찜맛살겨자채무침,마늘쫑무침",779,38,1452.0,NaN,NaN,False
926900879,2022-12-01,Thursday,dinner,[2],"알리오올리오파스타,크림스르또띠아고르곤졸라피자,마약옥수수양배추적채피클",754,34,1540.0,NaN,NaN,False
926900880,2022-12-02,Friday,lunch,[1],"돼지국밥,잡곡밥,오징어부추전어묵채소볶음,콩나물무침",781,46,1423.0,[1],NaN,True
926900880,2022-12-02,Friday,lunch,[2],"스팸김치볶음밥&계란프라이홍합탕,순살치킨&와사비마요,맑은오이지무침",914,34,1432.0,NaN,NaN,False
926900881,2022-12-02,Friday,dinner,[1],"삼색수제비,쌀밥(소),언양식불고기시나몬단호박찜,열무된장나물",938,36,1538.0,NaN,NaN,False
926900884,2022-12-05,Monday,lunch,[1],"통마늘돼지블백,잡곡밥,호박고추장찌개,바싹김치전,어묵마늘쫑볶음",778,40,1281.0,NaN,NaN,False
926900884,2022-12-05,Monday,lunch,[2],"경양식돈까스,흑미밥,크림수프펜네파스타샐러드,오이피클",906,28,1554.0,NaN,NaN,False
926900885,2022-12-05,Monday,dinner,[1],"만두전골,잡곡밥,계란장조림청포묵무침,시금치나물",837,47,1506.0,NaN,NaN,False
926900885,2022-12-05,Monday,dinner,[2],"불닭마요덮밥,미역국,핫도그토마토샐러드",1087,51,1514.0,NaN,NaN,False
926900886,2022-12-06,Tuesday,lunch,[1],"돈코츠라멘,쌀밥(소),감자고로케락교치자단무지",927,40,1636.0,[1],NaN,True
926900886,2022-12-06,Tuesday,lunch,[2],"파채버섯소불고기,잡곡밥두부구이*양념장,연근조림,무생채",1040,65,1390.0,NaN,NaN,False
926900887,2022-12-06,Tuesday,dinner,[1],"진도리닭볶음탕,잡곡밥근대된장국,쥐어채땅콩조림,콩나물무침",1040,65,1399.0,NaN,NaN,False
926900887,2022-12-06,Tuesday,dinner,[2],"소고기미나리볶음밥*계란프라이,조랭이떡국돈육간장강정,오이양파무침",835,37,1364.0,[2],NaN,True
926900888,2022-12-07,Wednesday,lunch,[1],"양지탕,잡곡밥,해물완자전감자채볶음,치커리무침",763,39,1159.0,NaN,NaN,False
926900888,2022-12-07,Wednesday,lunch,[2],"오므라이스&라따뚜이소스,유부국치킨까스유린기,블루베리무피클",788,34,1250.0,[2],NaN,True
926900889,2022-12-07,Wednesday,dinner,[1],"황태해장국,잡곡밥,너비아니구이두부브로콜리무침,마늘쫑무침",787,34,1503.0,NaN,NaN,False
926900889,2022-12-07,Wednesday,dinner,[2],"로제파스타&새우튀김,옥수수수프,메가크런치,적채양배추피클",1109,45,1628.0,NaN,NaN,False
926900890,2022-12-08,Thursday,lunch,[1],"파주닭국수,쌀밥(소),왕교자튀김,청경채겉절이",1119,65,1242.0,[1],NaN,True
926900890,2022-12-08,Thursday,lunch,[2],"제육콩나물불고기,잡곡밥,몽글순두부,삼색겨자채무침,시래기지짐",713,62,1151.0,NaN,NaN,False
926900891,2022-12-08,Thursday,dinner,[1],"모듬어묵전골,잡곡밥,돈육장조림,미니새송이볶음,참나물겉절이",738,44,1507.0,NaN,NaN,False
926900891,2022-12-08,Thursday,dinner,[2],"가츠동돈부리,팽이장국,고구마맛탕,연두부샐러드",917,44,1484.0,[2],NaN,True
926900892,2022-12-09,Friday,lunch,[1],"돈육김치찌개,잡곡밥,조기구이,도토리묵무침,숙주나물",690,34,1481.0,[1],NaN,True
926900892,2022-12-09,Friday,lunch,[2],"팟카파오무쌉*계란프라이,쌀국수국물,모듬춘권,양파초절임",958,40,1693.0,NaN,NaN,False
926900893,2022-12-09,Friday,dinner,[1],"마파두부덮밥,콩나물국,피시커틀릿&타르타르,맑은오이지무침",807,28,1565.0,NaN,NaN,False
926900898,2022-12-12,Monday,dinner,[1],"제육참나물불고기,잡곡밥,얼큰콩나물국,채소계란찜,시래기된장지짐",745,53,1628.0,NaN,NaN,False
926900898,2022-12-12,Monday,dinner,[2],"소고기숙주덮밥,유부국,김말이떡강정,초생강*산고추지",1112,65,1563.0,NaN,NaN,False
926900899,2022-12-13,Tuesday,lunch,[1],"보쌈&보쌈무생채,아욱된장국물파래전,알배기배추&쌈장",889,50,1413.0,NaN,NaN,False
926900899,2022-12-13,Tuesday,lunch,[2],"해물짬뽕탕,옛날탕수육,해파리겨자냉채,한입단무지",1053,57,1664.0,[2],NaN,True
926900900,2022-12-13,Tuesday,dinner,[1],"청국장찌개,취나물밥,언양식불고기,파래김,치커리무침",776,29,1259.0,[1],NaN,True
926900900,2022-12-13,Tuesday,dinner,[2],"깍두기볶음밥*계란프라이,꼬치어묵국,케이준치킨샐러드,맑은오이지무침",736,30,1405.0,NaN,NaN,False
926900901,2022-12-14,Wednesday,lunch,[1],"닭간장불고기,잡곡밥,두부김치국,잡채,열무된장나물",792,32,1334.0,NaN,NaN,False
926900901,2022-12-14,Wednesday,lunch,[2],"분짜플래터(간장돼지불고기*쌀국수면*짜조)&느억맘소스,파인애플볶음밥,미소시로,적양파간장무침",841,28,1547.0,[2],NaN,True
926900902,2022-12-14,Wednesday,dinner,[1],"온쫄면,미니고추참치덮밥,메밀전병,무쌈겨자채무침,마시는주스",1163,50,1865.0,NaN,NaN,False
926900902,2022-12-14,Wednesday,dinner,[2],"동태매운탕,잡곡밥,미트볼채소조림,부추장떡,시금치나물",826,48,1528.0,NaN,NaN,False
926900904,2022-12-15,Thursday,lunch,[1],"<요즘이런식>식물성한식교자만두국,현미밥(소)두부텐더탕수,자몽키위샐러드,유자단무지",1005,29,1629.0,[1],NaN,True
926900904,2022-12-15,Thursday,lunch,[2],"일식커리&그릴소시지구이,우동국물,강황밥,야채튀김&양파링튀김,락교무침",963,37,1873.0,NaN,NaN,False
926900906,2022-12-16,Friday,lunch,[1],"명란크림파스타(*바게트),팽이장국,굴소스볶음밥,카레고로케,블루베리무피클",1062,40,1429.0,[1],NaN,True
926900906,2022-12-16,Friday,lunch,[2],"순대전골,잡곡밥,도톰완자전,새송이컬리플라워볶음,풋고추양파무침",806,45,1520.0,NaN,NaN,False
926900907,2022-12-16,Friday,dinner,[1],"뚝배기김치우동,유부볶음밥,지파이유린기,해초레몬무침",935,24,1522.0,NaN,NaN,False
926900911,2022-12-19,Monday,lunch,[1],"장터국밥,잡곡밥,돈저냐구이,어묵버섯볶음,생깻잎지무침",796,42,1027.0,NaN,NaN,False
926900911,2022-12-19,Monday,lunch,[2],"중화식잡채덮밥&계란프라이,유부국,꿔바로우,청경채마늘볶음",938,24,1313.0,NaN,NaN,False
926900912,2022-12-19,Monday,dinner,[1],"돈육미나리불고기,잡곡밥,시금치된장국,두부양념조림,콩나물무침",745,70,1375.0,NaN,NaN,False
926900912,2022-12-19,Monday,dinner,[2],"경성함박스테이크,쌀밥(소),우동국물,해시브라운포테이토,꼬들단무지",1215,51,1575.0,[2],NaN,True
926900913,2022-12-20,Tuesday,lunch,[1],"소고기우육탕면,쌀밥(소),군만두유린기,짜사이무침",975,42,1418.0,[1],NaN,True
926900913,2022-12-20,Tuesday,lunch,[2],"뼈없는감자탕,잡곡밥,해물완자전&케찹,반반콩자반,민물새우무조림",917,59,1264.0,NaN,NaN,False
926900914,2022-12-20,Tuesday,dinner,[1],"콩비지찌개,잡곡밥,자반고등어구이,가지나물,미역줄기팽이버섯볶음",879,49,1573.0,[1],NaN,True
926900914,2022-12-20,Tuesday,dinner,[2],"마제덮밥,조랭이떡국,모듬크로켓,토마토샐러드",741,48,1309.0,NaN,NaN,False
926900915,2022-12-21,Wednesday,lunch,[1],"제육두루치기*온두부,잡곡밥,근대된장국,청포묵김가루무침,삼색겨자무침",785,49,1432.0,NaN,NaN,False
926900915,2022-12-21,Wednesday,lunch,[2],"파이구판(중화풍돈까스덮밥),미소시루,연두부샐러드,중국식오이절임",861,48,1547.0,[2],NaN,True
926900917,2022-12-21,Wednesday,dinner,[1],"베테랑칼국수,쌀밥(소),갈비만두찜,연근조림,부추무생채",965,26,1429.0,[1],NaN,True
926900917,2022-12-21,Wednesday,dinner,[2],"닭도리탕,잡곡밥,사골미역국,브로콜리맛살볶음,참나물겉절이",881,47,1528.0,NaN,NaN,False
926900921,2022-12-22,Thursday,lunch,[1],"부대찌개&라면사리,잡곡밥,참치야채전,쥐어채땅콩볶음,얼갈이상추겉절이",745,39,1344.0,[1],NaN,True
926900921,2022-12-22,Thursday,lunch,[2],"느타리버섯비프하이라이스,다시마무채국,생선까스&타르타르소스,콩나물파채무침,팥죽",925,34,1318.0,NaN,NaN,False
926900923,2022-12-22,Thursday,dinner,[1],"버섯소불고기,잡곡밥,알감자조림,마늘쫑멸치볶음,숙주나물",717,34,1273.0,NaN,NaN,False
926900923,2022-12-22,Thursday,dinner,[2],"머쉬룸크림파스타,콤비네이션피자,오이피클*할라피뇨,자몽샐러드",1059,52,1019.0,NaN,NaN,False
926900925,2022-12-23,Friday,lunch,"[1, 2]","돈마호크&구운채소,김치필라프,치아바타,올리브&발사믹,모듬채소피클,탄산음료/소스",1070,89,1229.0,NaN,NaN,False
926900926,2022-12-23,Friday,dinner,[1],"닭곰탕,잡곡밥,오징어초무침,새송이버섯볶음,풋고추&쌈장",728,35,1463.0,NaN,NaN,False
926900930,2022-12-26,Monday,lunch,[1],"짜장면,계란파국,중화볶음밥,탕수육,슬림단무지",1189,45,1265.0,[1],NaN,True
926900930,2022-12-26,Monday,lunch,[2],"육개장,잡곡밥,두부구이&양념장,볼어묵볶음,오이깍둑무침",825,39,1183.0,NaN,NaN,False
926900931,2022-12-26,Monday,dinner,[1],"전주콩나물국밥,잡곡밥,모듬장조림,명엽채볶음,치커리무침",877,57,1468.0,NaN,NaN,False
926900931,2022-12-26,Monday,dinner,[2],"소고기할라피뇨볶음밥*계란프라이,콩가루배추국,새우튀김*타르타르소스,블루베리무피클",756,70,1365.0,[2],NaN,True
926900932,2022-12-27,Tuesday,lunch,[1],"돈육버섯불고기,잡곡밥,아욱된장국,김치전,맛살미역줄기볶음",734,45,1497.0,NaN,NaN,False
926900932,2022-12-27,Tuesday,lunch,[2],"가지마파두부덮밥,팽이장국,순살치킨강정,청경채무침",823,43,1120.0,NaN,NaN,False
926900933,2022-12-27,Tuesday,dinner,[1],"경상도소고기무국,잡곡밥,계란말이,두부브로콜리무침,양념깻잎지",724,34,1262.0,[1],NaN,True
926900933,2022-12-27,Tuesday,dinner,[2],"소보로비빔밥,미소시루,고구마맛탕,모듬채소피클",762,24,1425.0,NaN,NaN,False
926900934,2022-12-28,Wednesday,lunch,[1],"참치김치찌개,잡곡밥,너비아니구이,잡채,숙주나물",771,27,1246.0,[1],NaN,True
926900934,2022-12-28,Wednesday,lunch,[2],"로제치킨까스(*구운야채),유부국,후리가케양념밥,스틱마늘바게트,오이피클",961,33,1310.0,NaN,NaN,False
926900935,2022-12-28,Wednesday,dinner,[1],"우렁된장찌개,잡곡밥,닭갈비,미니새송이볶음,고구마순지짐",859,47,1435.0,NaN,NaN,False
926900935,2022-12-28,Wednesday,dinner,[2],"장조림버터비빔밥,근대된장국,국물떡볶이&김말이투김,참나물무침",1028,40,1456.0,NaN,NaN,False
